year,leaid,district,state_name,stabbr,ppcstot,predcost,fundinggap,outcomegap,enroll,pov,iep,ell,amind,asian,black,hisp,multi,pac,white
2014,400003,"CHINO VALLEY UNIFIED DISTRICT (4474)",Arizona,AZ,6876.00,10389.00,-3513.00,-0.07187534,2306,0.25804630,0.11925410,0.04336510,0.01517240,0.00275860,0.00896550,0.25655170,0.01793100,0.00206900,0.69655170
2015,400003,"CHINO VALLEY UNIFIED DISTRICT (4474)",Arizona,AZ,6946.00,9177.00,-2231.00,-0.06972564,2335,0.21561970,0.12762310,0.04368310,0.01297580,0.00346020,0.00605540,0.27941180,0.02032870,0.00259520,0.67517300
2016,400003,"CHINO VALLEY UNIFIED DISTRICT (4474)",Arizona,AZ,7046.00,8401.00,-1355.00,-0.18704115,2384,0.14966380,0.13758390,0.04781880,0.01142130,0.00338410,0.00592220,0.29441620,0.02199660,0.00211510,0.66074450
2017,400003,"CHINO VALLEY UNIFIED DISTRICT (4474)",Arizona,AZ,7529.00,9057.00,-1528.00,-0.14600267,2324,0.17581780,0.14113600,0.05034420,0.01131910,0.00391820,0.00653030,0.29908580,0.02220290,0.00217680,0.65476710
2018,400003,"CHINO VALLEY UNIFIED DISTRICT (4474)",Arizona,AZ,7684.00,8719.00,-1035.00,-0.17031043,2245,0.13484140,0.17416480,0.04988860,0.00892060,0.00446030,0.00401430,0.29884030,0.02363960,0.00356820,0.65655670
2019,400003,"CHINO VALLEY UNIFIED DISTRICT (4474)",Arizona,AZ,7848.00,8507.00,-659.00,-0.09709275,2348,0.12989690,0.15630320,0.03747870,0.00809890,0.00511510,0.00341010,0.29880650,0.02429670,0.00298380,0.65728900
2020,400003,"CHINO VALLEY UNIFIED DISTRICT (4474)",Arizona,AZ,8000.00,9040.00,-1040.00,NULL,2368,0.13733530,0.16680740,0.03589530,0.00760780,0.00464920,0.00338120,0.31107350,0.02409130,0.00338120,0.64581570
2021,400003,"CHINO VALLEY UNIFIED DISTRICT (4474)",Arizona,AZ,9467.00,10668.00,-1201.00,NULL,2206,0.17069820,0.18540350,0.03445150,0.00861290,0.00407980,0.00271990,0.31414320,0.01994560,0.00362650,0.64687220
2009,400004,"CLARKDALE-JEROME ELEMENTARY DISTRICT (4486)",Arizona,AZ,8276.00,6744.00,1532.00,0.18881792,388,0.17961170,0.07216490,0.03608250,0.11917100,0.01295340,0.02072540,0.23316060,NULL,NULL,0.61398970
2010,400004,"CLARKDALE-JEROME ELEMENTARY DISTRICT (4486)",Arizona,AZ,8532.00,7249.00,1283.00,0.11352575,374,0.19142860,0.09358290,0.01604280,0.13136730,0.01072390,0.01340480,0.21447720,NULL,NULL,0.63002680
2011,400004,"CLARKDALE-JEROME ELEMENTARY DISTRICT (4486)",Arizona,AZ,7624.00,8089.00,-465.00,0.10986667,434,0.23768120,0.08525350,0.00691240,0.07603690,0.00230410,0.00230410,0.18433180,0.04608300,0.00000000,0.68894010
2012,400004,"CLARKDALE-JEROME ELEMENTARY DISTRICT (4486)",Arizona,AZ,7200.00,8396.00,-1196.00,0.07326564,479,0.22222220,0.10020880,0.01043840,0.08768270,0.00417540,0.00417540,0.19832990,0.04175370,0.00000000,0.66388310
2013,400004,"CLARKDALE-JEROME ELEMENTARY DISTRICT (4486)",Arizona,AZ,6960.00,8520.00,-1560.00,0.05115713,455,0.23032070,0.08351650,0.01098900,0.06813190,0.00219780,0.00439560,0.21978020,0.05054950,0.00000000,0.65494510
2014,400004,"CLARKDALE-JEROME ELEMENTARY DISTRICT (4486)",Arizona,AZ,7191.00,7726.00,-535.00,0.05754092,455,0.16959060,0.09230770,0.00219780,0.06813190,0.00219780,0.00439560,0.20659340,0.04175820,0.00219780,0.67472530
2015,400004,"CLARKDALE-JEROME ELEMENTARY DISTRICT (4486)",Arizona,AZ,7279.00,7780.00,-501.00,0.06160133,469,0.16470590,0.08315560,0.01279320,0.07249470,0.00000000,0.00426440,0.20469080,0.03411510,0.00213220,0.68230280
2016,400004,"CLARKDALE-JEROME ELEMENTARY DISTRICT (4486)",Arizona,AZ,7514.00,6737.00,777.00,0.11409361,477,0.10942250,0.07337530,0.00628930,0.07547170,0.00000000,0.00209640,0.20545070,0.03563940,0.00209640,0.67924530
2017,400004,"CLARKDALE-JEROME ELEMENTARY DISTRICT (4486)",Arizona,AZ,8113.00,7503.00,610.00,-0.14056758,453,0.13595170,0.08388520,0.01138120,0.09271520,0.00000000,0.00220750,0.18763800,0.04415010,0.00220750,0.67108170
2018,400004,"CLARKDALE-JEROME ELEMENTARY DISTRICT (4486)",Arizona,AZ,7926.00,7159.00,767.00,0.09057329,460,0.11246200,0.09565220,0.00652170,0.07173910,0.00217390,0.00217390,0.20869570,0.03478260,0.00217390,0.67826090
2019,400004,"CLARKDALE-JEROME ELEMENTARY DISTRICT (4486)",Arizona,AZ,8104.00,7368.00,736.00,0.08825951,472,0.08814590,0.11016950,0.00635590,0.06144070,0.00423730,0.00423730,0.19279660,0.04237290,0.00423730,0.69067790
2020,400004,"CLARKDALE-JEROME ELEMENTARY DISTRICT (4486)",Arizona,AZ,8225.00,8305.00,-80.00,NULL,485,0.13496930,0.11134020,0.00618560,0.05773200,0.00412370,0.00000000,0.20618560,0.03298970,0.00206190,0.69690720
2021,400004,"CLARKDALE-JEROME ELEMENTARY DISTRICT (4486)",Arizona,AZ,8912.00,9457.00,-545.00,NULL,444,0.17528740,0.10585590,0.01576580,0.07657660,0.00675680,0.00000000,0.20270270,0.04729730,0.00225230,0.66441440
2009,402110,"CLIFTON UNIFIED DISTRICT",Arizona,AZ,9556.00,8075.00,1481.00,NULL,142,0.10653750,NULL,0.00000000,0.04081630,0.00000000,0.00680270,0.77551020,NULL,NULL,0.17687070
2010,402110,"CLIFTON UNIFIED DISTRICT",Arizona,AZ,10991.00,7274.00,3717.00,NULL,114,0.16787000,0.00000000,0.00000000,0.03448280,0.00862070,0.00862070,0.77586210,NULL,NULL,0.17241380
2010,402130,"COCHISE ELEMENTARY DISTRICT (4177)",Arizona,AZ,14100.00,20549.00,-6449.00,NULL,100,0.38235290,0.18000000,0.00000000,0.01030930,0.00000000,0.00000000,0.36082470,NULL,NULL,0.62886600
2009,400021,"COLORADO CITY UNIFIED DISTRICT (4370)",Arizona,AZ,11222.00,22596.00,-11374.00,0.03644001,378,0.48875800,0.24074070,0.00118910,0.00000000,0.00214590,0.00000000,0.00000000,NULL,NULL,0.99785410
2010,400021,"COLORADO CITY UNIFIED DISTRICT (4370)",Arizona,AZ,8312.00,18077.00,-9765.00,0.10470742,385,0.35278410,0.24675320,0.00000000,0.00519480,0.00000000,0.00000000,0.00000000,NULL,NULL,0.99480520
2011,400021,"COLORADO CITY UNIFIED DISTRICT (4370)",Arizona,AZ,8526.00,23956.00,-15430.00,0.11181816,384,0.41625150,0.27864580,0.00000000,0.05208330,0.00000000,0.00781250,0.00520830,0.00260420,0.00000000,0.93229170
2012,400021,"COLORADO CITY UNIFIED DISTRICT (4370)",Arizona,AZ,8285.00,21021.00,-12736.00,0.02526586,410,0.38723400,0.24878050,0.00000000,0.03658540,0.00000000,0.00487800,0.00243900,0.00000000,0.00243900,0.95365850
2013,400021,"COLORADO CITY UNIFIED DISTRICT (4370)",Arizona,AZ,7381.00,22874.00,-15493.00,0.13838009,428,0.40610140,0.25467290,0.00000000,0.04672900,0.00000000,0.00233640,0.00467290,0.00467290,0.00000000,0.94158880
2014,400021,"COLORADO CITY UNIFIED DISTRICT (4370)",Arizona,AZ,12002.00,25658.00,-13656.00,0.03958982,421,0.42857140,0.27078380,0.00000000,0.03562950,0.00000000,0.00000000,0.00237530,0.00475060,0.00000000,0.95724460
2015,400021,"COLORADO CITY UNIFIED DISTRICT (4370)",Arizona,AZ,8639.00,19678.00,-11039.00,0.26443135,582,0.38304810,0.21305840,0.00000000,0.01890030,0.00000000,0.00000000,0.00687290,0.00343640,0.00000000,0.97079040
2016,400021,"COLORADO CITY UNIFIED DISTRICT (4370)",Arizona,AZ,7936.00,19545.00,-11609.00,0.26626087,596,0.33583650,0.22315440,0.00118910,0.02181210,0.00000000,0.00000000,0.00503360,0.00167790,0.00000000,0.97147650
2017,400021,"COLORADO CITY UNIFIED DISTRICT (4370)",Arizona,AZ,9451.00,22370.00,-12919.00,0.34209224,536,0.33970280,0.26865670,0.00118910,0.01119400,0.00000000,0.00000000,0.00373130,0.00746270,0.00000000,0.97761200
2018,400021,"COLORADO CITY UNIFIED DISTRICT (4370)",Arizona,AZ,10530.00,24455.00,-13925.00,0.40746833,543,0.31553820,0.32596690,0.00118910,0.01473300,0.00000000,0.00000000,0.00368320,0.00920810,0.00000000,0.97237570
2019,400021,"COLORADO CITY UNIFIED DISTRICT (4370)",Arizona,AZ,9909.00,20058.00,-10149.00,0.32818002,673,0.33582750,0.26448740,0.00118910,0.01487600,0.00000000,0.00000000,0.00826450,0.00661160,0.00000000,0.97024790
2020,400021,"COLORADO CITY UNIFIED DISTRICT (4370)",Arizona,AZ,10618.00,16548.00,-5930.00,NULL,694,0.27765630,0.22910660,0.00432280,0.01256730,0.00000000,0.00000000,0.01077200,0.00897670,0.00000000,0.96768400
2021,400021,"COLORADO CITY UNIFIED DISTRICT (4370)",Arizona,AZ,13791.00,31260.00,-17469.00,NULL,578,0.40280700,0.30622840,0.00519030,0.01211070,0.00000000,0.00000000,0.01211070,0.00692040,0.00000000,0.96885810
2009,400082,"COLORADO RIVER UNION HIGH SCHOOL DISTRICT (4381)",Arizona,AZ,7232.00,10800.00,-3568.00,NULL,2423,0.27504040,0.09905080,0.01692120,0.02929040,0.01567660,0.01691420,0.29826730,NULL,NULL,0.63985150
2010,400082,"COLORADO RIVER UNION HIGH SCHOOL DISTRICT (4381)",Arizona,AZ,6447.00,12169.00,-5722.00,NULL,2351,0.31274770,0.10718840,0.00552960,0.02892390,0.01276050,0.01956610,0.30752870,NULL,NULL,0.63122080
2011,400082,"COLORADO RIVER UNION HIGH SCHOOL DISTRICT (4381)",Arizona,AZ,6142.00,13187.00,-7045.00,NULL,2396,0.30368400,0.10726210,0.02921540,0.02295490,0.01085140,0.01752920,0.33597660,0.01293820,0.00041740,0.59933220
2012,400082,"COLORADO RIVER UNION HIGH SCHOOL DISTRICT (4381)",Arizona,AZ,6942.00,13062.00,-6120.00,NULL,2272,0.30810450,0.10739440,0.00836270,0.01540490,0.01232390,0.01672540,0.33406690,0.01804580,0.00132040,0.60211270
2013,400082,"COLORADO RIVER UNION HIGH SCHOOL DISTRICT (4381)",Arizona,AZ,6332.00,12174.00,-5842.00,NULL,2157,0.24725650,0.11636530,0.00880850,0.01808070,0.01205380,0.01483540,0.35929530,0.02549840,0.00046360,0.56977280
2014,400082,"COLORADO RIVER UNION HIGH SCHOOL DISTRICT (4381)",Arizona,AZ,7116.00,12700.00,-5584.00,NULL,2084,0.25253230,0.11804220,0.00671790,0.02015360,0.01007680,0.01247600,0.37476010,0.02879080,0.00335890,0.55038390
2015,400082,"COLORADO RIVER UNION HIGH SCHOOL DISTRICT (4381)",Arizona,AZ,7597.00,14767.00,-7170.00,NULL,1999,0.25326280,0.11255630,0.00400200,0.02101050,0.01250630,0.01550780,0.38369180,0.02851430,0.00100050,0.53776890
2016,400082,"COLORADO RIVER UNION HIGH SCHOOL DISTRICT (4381)",Arizona,AZ,7214.00,12750.00,-5536.00,NULL,2041,0.24738170,0.10681040,0.00391960,0.01959820,0.01028910,0.01812840,0.38216560,0.02155810,0.00146990,0.54679080
2017,400082,"COLORADO RIVER UNION HIGH SCHOOL DISTRICT (4381)",Arizona,AZ,8108.00,13821.00,-5713.00,NULL,1914,0.21323530,0.10867290,0.00626960,0.01462900,0.00940440,0.01462900,0.39289450,0.03343780,0.00104490,0.53396030
2018,400082,"COLORADO RIVER UNION HIGH SCHOOL DISTRICT (4381)",Arizona,AZ,7877.00,14652.00,-6775.00,NULL,1842,0.22886130,0.11672100,0.01411510,0.02171550,0.00868620,0.01737240,0.40336590,0.02877310,0.00000000,0.52008690
2019,400082,"COLORADO RIVER UNION HIGH SCHOOL DISTRICT (4381)",Arizona,AZ,8115.00,16053.00,-7938.00,NULL,1886,0.25561900,0.11399790,0.01378580,0.02226940,0.00742310,0.01537650,0.40190880,0.02067870,0.00053020,0.53181340
2020,400082,"COLORADO RIVER UNION HIGH SCHOOL DISTRICT (4381)",Arizona,AZ,8773.00,15148.00,-6375.00,NULL,1853,0.21574560,0.12142470,0.01349160,0.02482460,0.00647600,0.01187260,0.38963840,0.02590390,0.00000000,0.54128440
2021,400082,"COLORADO RIVER UNION HIGH SCHOOL DISTRICT (4381)",Arizona,AZ,9370.00,17698.00,-8328.00,NULL,1809,0.26533630,0.12216690,0.01603100,0.02708680,0.00884470,0.01216140,0.39414040,0.01658370,0.00110560,0.54007740
2009,402190,"CONCHO ELEMENTARY DISTRICT (4160)",Arizona,AZ,11447.00,12708.00,-1261.00,-0.36621973,273,0.25461250,0.19047620,0.00732600,0.04926110,0.05418720,0.00985220,0.15270940,NULL,NULL,0.73399010
2010,402190,"CONCHO ELEMENTARY DISTRICT (4160)",Arizona,AZ,12310.00,16605.00,-4295.00,-0.25137966,271,0.31629390,0.22878230,0.00369000,0.02617800,0.04712040,0.00523560,0.17801050,NULL,NULL,0.74345550
2011,402190,"CONCHO ELEMENTARY DISTRICT (4160)",Arizona,AZ,13593.00,22949.00,-9356.00,NULL,241,0.40894570,0.25311200,0.00000000,0.04819280,0.01204820,0.00000000,0.16867470,0.07228920,0.01204820,0.68674700
2012,402190,"CONCHO ELEMENTARY DISTRICT (4160)",Arizona,AZ,13845.00,22221.00,-8376.00,NULL,219,0.38782050,0.25114150,0.00000000,0.01342280,0.00000000,0.00000000,0.20134230,0.08724830,0.01342280,0.68456380
2013,402190,"CONCHO ELEMENTARY DISTRICT (4160)",Arizona,AZ,12500.00,24071.00,-11571.00,-0.33757366,244,0.47781570,0.19262290,0.00000000,0.00595240,0.00000000,0.00000000,0.21428570,0.09523810,0.01785710,0.66666670
2014,402190,"CONCHO ELEMENTARY DISTRICT (4160)",Arizona,AZ,13932.00,22205.00,-8273.00,-0.79761022,235,0.37800690,0.22553190,0.00425530,0.03030300,0.00000000,0.01212120,0.23636360,0.09090910,0.01212120,0.61818180
2015,402190,"CONCHO ELEMENTARY DISTRICT (4160)",Arizona,AZ,14953.00,23046.00,-8093.00,-0.17354897,212,0.40909090,0.20283020,0.01415090,0.03448280,0.00689660,0.00000000,0.22068970,0.06896550,0.01379310,0.65517240
2016,402190,"CONCHO ELEMENTARY DISTRICT (4160)",Arizona,AZ,14286.00,18823.00,-4537.00,-0.28347280,227,0.34333330,0.17621140,0.01321590,0.03086420,0.00617280,0.00000000,0.27777780,0.03703700,0.01234570,0.63580240
2017,402190,"CONCHO ELEMENTARY DISTRICT (4160)",Arizona,AZ,14101.00,21559.00,-7458.00,-0.50114146,238,0.35018050,0.21008400,0.01260500,0.03592810,0.00598800,0.01796410,0.28742520,0.03592810,0.01197600,0.60479040
2018,402190,"CONCHO ELEMENTARY DISTRICT (4160)",Arizona,AZ,21416.00,22047.00,-631.00,NULL,154,0.28260870,0.27272730,0.01948050,0.03896100,0.00000000,0.01948050,0.30519480,0.05194810,0.01298700,0.57142860
2019,402190,"CONCHO ELEMENTARY DISTRICT (4160)",Arizona,AZ,20665.00,19400.00,1265.00,-0.88739283,167,0.24908420,0.24550900,0.01796410,0.01796410,0.00000000,0.00598800,0.32335330,0.05389220,0.00000000,0.59880240
2020,402190,"CONCHO ELEMENTARY DISTRICT (4160)",Arizona,AZ,19835.00,36514.00,-16679.00,NULL,170,0.49815500,0.26470590,0.01764710,0.01764710,0.00000000,0.00588240,0.31176470,0.07647060,0.00000000,0.58823530
2021,402190,"CONCHO ELEMENTARY DISTRICT (4160)",Arizona,AZ,18733.00,33301.00,-14568.00,NULL,176,0.41533550,0.28409090,0.01704550,0.00568180,0.01704550,0.01136360,0.25000000,0.06250000,0.00000000,0.65340910
2009,402220,"CONGRESS ELEMENTARY DISTRICT (4479)",Arizona,AZ,10233.00,11912.00,-1679.00,NULL,172,0.16342410,0.16279070,0.12209300,0.02479340,0.00000000,0.01652890,0.32231410,NULL,NULL,0.63636360
2010,402220,"CONGRESS ELEMENTARY DISTRICT (4479)",Arizona,AZ,11411.00,9393.00,2018.00,NULL,163,0.18894010,0.12269940,0.01226990,0.01694920,0.00000000,0.01694920,0.38983050,NULL,NULL,0.57627120
2011,402220,"CONGRESS ELEMENTARY DISTRICT (4479)",Arizona,AZ,10535.00,13104.00,-2569.00,NULL,170,0.30046950,0.11176470,0.04117650,0.01600000,0.00000000,0.01600000,0.40000000,0.00000000,0.00000000,0.56800000
2012,402220,"CONGRESS ELEMENTARY DISTRICT (4479)",Arizona,AZ,10313.00,11985.00,-1672.00,NULL,166,0.27014220,0.10843370,0.02409640,0.05042020,0.00000000,0.01680670,0.40336140,0.00000000,0.00840340,0.52100840
2013,402220,"CONGRESS ELEMENTARY DISTRICT (4479)",Arizona,AZ,11000.00,13043.00,-2043.00,NULL,152,0.25471700,0.15131580,0.00000000,0.01834860,0.00917430,0.01834860,0.33944960,0.00000000,0.00000000,0.61467890
2014,402220,"CONGRESS ELEMENTARY DISTRICT (4479)",Arizona,AZ,11571.00,14018.00,-2447.00,NULL,147,0.28909950,0.12925170,0.01360540,0.00877190,0.00877190,0.01754390,0.33333330,0.00000000,0.00000000,0.63157890
2015,402220,"CONGRESS ELEMENTARY DISTRICT (4479)",Arizona,AZ,10703.00,16408.00,-5705.00,NULL,158,0.30805690,0.15189870,0.03164560,0.00000000,0.01754390,0.00877190,0.38596490,0.02631580,0.00000000,0.56140350
2016,402220,"CONGRESS ELEMENTARY DISTRICT (4479)",Arizona,AZ,11496.00,11336.00,160.00,NULL,133,0.18627450,0.11278200,0.02255640,0.00000000,0.02020200,0.02020200,0.38383840,0.04040400,0.00000000,0.53535350
2017,402220,"CONGRESS ELEMENTARY DISTRICT (4479)",Arizona,AZ,15024.00,9951.00,5073.00,NULL,123,0.13658540,0.10569110,0.02439020,0.00000000,0.02127660,0.01063830,0.40425530,0.00000000,0.00000000,0.56382980
2009,402250,"CONTINENTAL ELEMENTARY DISTRICT (4416)",Arizona,AZ,7317.00,5832.00,1485.00,-0.15996756,638,0.14096920,0.09090910,0.02037620,0.00401610,0.01606430,0.02008030,0.37951810,NULL,NULL,0.58032130
2010,402250,"CONTINENTAL ELEMENTARY DISTRICT (4416)",Arizona,AZ,7323.00,6549.00,774.00,-0.12034818,662,0.15186250,0.11480360,0.01963750,0.00576920,0.01923080,0.01538460,0.39423080,NULL,NULL,0.56538460
2011,402250,"CONTINENTAL ELEMENTARY DISTRICT (4416)",Arizona,AZ,7455.00,8036.00,-581.00,-0.03827976,712,0.19884730,0.12500000,0.02247190,0.00713010,0.01069520,0.02139040,0.41711230,0.01069520,0.00178250,0.53119430
2012,402250,"CONTINENTAL ELEMENTARY DISTRICT (4416)",Arizona,AZ,7609.00,8050.00,-441.00,-0.09616816,658,0.19219650,0.12765960,0.01975680,0.01151630,0.01535510,0.01727450,0.47216890,0.01535510,0.00191940,0.46641080
2013,402250,"CONTINENTAL ELEMENTARY DISTRICT (4416)",Arizona,AZ,6343.00,8083.00,-1740.00,-0.02454538,679,0.13662790,0.13696610,0.04565540,0.01156070,0.01156070,0.02697500,0.49325630,0.01926780,0.00192680,0.43545280
2014,402250,"CONTINENTAL ELEMENTARY DISTRICT (4416)",Arizona,AZ,7466.00,8636.00,-1170.00,-0.22602472,734,0.13246000,0.15667580,0.03950950,0.00724640,0.00905800,0.02536230,0.51449280,0.02898550,0.00181160,0.41304350
2015,402250,"CONTINENTAL ELEMENTARY DISTRICT (4416)",Arizona,AZ,7354.00,8113.00,-759.00,0.00879693,796,0.11566620,0.14949750,0.02889450,0.01038060,0.00865050,0.01730100,0.50692040,0.03460210,0.00173010,0.42041520
2016,402250,"CONTINENTAL ELEMENTARY DISTRICT (4416)",Arizona,AZ,8018.00,7848.00,170.00,-0.11051255,775,0.12960240,0.13548390,0.00387100,0.01098900,0.01098900,0.01648350,0.48717950,0.03846150,0.00000000,0.43589740
2017,402250,"CONTINENTAL ELEMENTARY DISTRICT (4416)",Arizona,AZ,8417.00,7453.00,964.00,-0.10861142,779,0.09010340,0.13992300,0.01797180,0.00917430,0.01100920,0.00550460,0.51192660,0.03119270,0.00183490,0.42935780
2018,402250,"CONTINENTAL ELEMENTARY DISTRICT (4416)",Arizona,AZ,11444.00,10066.00,1378.00,-0.07163481,576,0.10766960,0.19097220,0.03125000,0.00868060,0.01041670,0.01041670,0.51388890,0.02430560,0.00173610,0.43055560
2019,402250,"CONTINENTAL ELEMENTARY DISTRICT (4416)",Arizona,AZ,11793.00,9406.00,2387.00,-0.09084033,598,0.07216490,0.18394650,0.02842810,0.00000000,0.01003340,0.00668900,0.50000000,0.02006690,0.00668900,0.45652170
2020,402250,"CONTINENTAL ELEMENTARY DISTRICT (4416)",Arizona,AZ,11406.00,8797.00,2609.00,NULL,678,0.08797650,0.17994100,0.02507370,0.00294990,0.00884960,0.00884960,0.49557520,0.03392330,0.00147490,0.44837760
2021,402250,"CONTINENTAL ELEMENTARY DISTRICT (4416)",Arizona,AZ,11589.00,10268.00,1321.00,NULL,620,0.13480180,0.18225810,0.02741940,0.00322580,0.01612900,0.00967740,0.48225810,0.03225810,0.00161290,0.45483870
2009,402320,"COOLIDGE UNIFIED DISTRICT (4442)",Arizona,AZ,8154.00,8603.00,-449.00,-0.64871168,4654,0.17261300,0.13407820,0.09647620,0.12588920,0.01508950,0.10325500,0.39922400,NULL,NULL,0.35654230
2010,402320,"COOLIDGE UNIFIED DISTRICT (4442)",Arizona,AZ,7604.00,7603.00,1.00,-0.60266190,4475,0.17813460,0.12536310,0.01519550,0.12152470,0.01748880,0.10560540,0.39775790,NULL,NULL,0.35762330
2011,402320,"COOLIDGE UNIFIED DISTRICT (4442)",Arizona,AZ,7438.00,10218.00,-2780.00,-0.55389924,4145,0.25530560,0.12472860,0.05307600,0.12694170,0.01601940,0.09296120,0.41941750,0.00169900,0.00436890,0.33859220
2012,402320,"COOLIDGE UNIFIED DISTRICT (4442)",Arizona,AZ,7250.00,9960.00,-2710.00,-0.54750250,3715,0.25186500,0.12597580,0.03472410,0.12878790,0.01352810,0.08793290,0.42559520,0.01352810,0.00649350,0.32413420
2013,402320,"COOLIDGE UNIFIED DISTRICT (4442)",Arizona,AZ,6156.00,9886.00,-3730.00,-0.63438160,3615,0.23820250,0.13250350,0.01327800,0.13106120,0.01330010,0.08340260,0.41507340,0.01773340,0.00748130,0.33194790
2014,402320,"COOLIDGE UNIFIED DISTRICT (4442)",Arizona,AZ,7013.00,10243.00,-3230.00,-0.69161291,3693,0.21329400,0.12862170,0.04061740,0.13031700,0.01056620,0.09753450,0.41072880,0.02113250,0.00731510,0.32240580
2015,402320,"COOLIDGE UNIFIED DISTRICT (4442)",Arizona,AZ,7348.00,10325.00,-2977.00,-0.73976315,3539,0.20768000,0.12602430,0.04295000,0.12577730,0.00932730,0.09157720,0.43555680,0.02176370,0.00593560,0.31006220
2016,402320,"COOLIDGE UNIFIED DISTRICT (4442)",Arizona,AZ,7992.00,10915.00,-2923.00,-0.62341044,3204,0.22160490,0.13358300,0.03402000,0.13910600,0.00844010,0.08502660,0.44076270,0.02688340,0.00562680,0.29415440
2017,402320,"COOLIDGE UNIFIED DISTRICT (4442)",Arizona,AZ,9052.00,9028.00,24.00,-0.66983946,2110,0.15832620,0.11421800,0.03554500,0.16263630,0.00237080,0.09151260,0.49454720,0.02086300,0.00189660,0.22617350
2018,402320,"COOLIDGE UNIFIED DISTRICT (4442)",Arizona,AZ,9709.00,10800.00,-1091.00,-0.80414808,2056,0.22992870,0.12645910,0.04426070,0.15766420,0.00097320,0.09051090,0.47883210,0.02919710,0.00194650,0.24087590
2019,402320,"COOLIDGE UNIFIED DISTRICT (4442)",Arizona,AZ,9163.00,11953.00,-2790.00,-0.77468805,2271,0.24924290,0.12241300,0.04623510,0.13521870,0.00132570,0.09721610,0.51524530,0.02960670,0.00220950,0.21917810
2020,402320,"COOLIDGE UNIFIED DISTRICT (4442)",Arizona,AZ,8879.00,11121.00,-2242.00,NULL,2287,0.18895680,0.13511150,0.04809790,0.12121210,0.00175670,0.09486170,0.51602980,0.05006590,0.00087830,0.21519540
2021,402320,"COOLIDGE UNIFIED DISTRICT (4442)",Arizona,AZ,10327.00,12384.00,-2057.00,NULL,2110,0.19027080,0.14834120,0.05687200,0.12227490,0.00142180,0.09620850,0.50947870,0.04691940,0.00189570,0.22180100
2009,402370,"COTTONWOOD-OAK CREEK ELEMENTARY DISTRICT (4487)",Arizona,AZ,7379.00,6943.00,436.00,-0.36266865,2462,0.20791800,0.08732740,0.15556460,0.01667340,0.00406670,0.01098010,0.37250920,NULL,NULL,0.59577070
2010,402370,"COTTONWOOD-OAK CREEK ELEMENTARY DISTRICT (4487)",Arizona,AZ,6919.00,8904.00,-1985.00,-0.25577146,2364,0.33322500,0.09686970,0.10744500,0.02115060,0.00465310,0.01184430,0.36040610,NULL,NULL,0.60194590
2011,402370,"COTTONWOOD-OAK CREEK ELEMENTARY DISTRICT (4487)",Arizona,AZ,7174.00,8587.00,-1413.00,-0.21739105,2157,0.28514850,0.10802040,0.10013910,0.01761710,0.00278160,0.00973570,0.36114980,0.00370890,0.00417250,0.60083450
2012,402370,"COTTONWOOD-OAK CREEK ELEMENTARY DISTRICT (4487)",Arizona,AZ,6788.00,8081.00,-1293.00,-0.18982066,2116,0.23766670,0.11294900,0.10491490,0.01937620,0.00378070,0.01134220,0.36342160,0.00567110,0.00283550,0.59357280
2013,402370,"COTTONWOOD-OAK CREEK ELEMENTARY DISTRICT (4487)",Arizona,AZ,6226.00,8161.00,-1935.00,-0.21560977,2112,0.24567820,0.10085230,0.09753790,0.01848340,0.00426540,0.00995260,0.37251180,0.00568720,0.00426540,0.58483410
2014,402370,"COTTONWOOD-OAK CREEK ELEMENTARY DISTRICT (4487)",Arizona,AZ,7240.00,8414.00,-1174.00,-0.17750279,2135,0.23733330,0.09929740,0.10960190,0.01500940,0.00469040,0.00891180,0.38086300,0.01407130,0.00328330,0.57317070
