year,leaid,district,state_name,stabbr,ppcstot,predcost,fundinggap,outcomegap,enroll,pov,iep,ell,amind,asian,black,hisp,multi,pac,white
2011,2311430,"RSU 37/MSAD 37",Maine,ME,12431.00,11609.00,822.00,0.21741871,733,0.26682990,0.17871760,0.05047750,0.00000000,0.00409840,0.00546450,0.06420770,0.00819670,0.00136610,0.91666670
2012,2311430,"RSU 37/MSAD 37",Maine,ME,11862.00,11936.00,-74.00,0.09250899,723,0.23449130,0.19917010,0.04702630,0.00000000,0.00409280,0.00545700,0.06002730,0.00682130,0.00000000,0.92360160
2013,2311430,"RSU 37/MSAD 37",Maine,ME,11849.00,11147.00,702.00,0.30557012,741,0.18530350,0.21322540,0.03508770,0.00000000,0.00412090,0.00274730,0.06181320,0.00686810,0.00686810,0.91758240
2014,2311430,"RSU 37/MSAD 37",Maine,ME,13708.00,13757.00,-49.00,0.30742570,593,0.19323670,0.21416530,0.06745360,0.00000000,0.00511950,0.00341300,0.09726960,0.00000000,0.00170650,0.89249150
2015,2311430,"RSU 37/MSAD 37",Maine,ME,13632.00,11328.00,2304.00,-0.12237549,628,0.17666130,0.21019110,0.05414010,0.00156990,0.00470960,0.00313970,0.10675040,0.00000000,0.00156990,0.88226060
2016,2311430,"RSU 37/MSAD 37",Maine,ME,13135.00,10989.00,2146.00,-0.11833629,653,0.16449510,0.20061260,0.04747320,0.00152910,0.00458720,0.00764530,0.10397550,0.00152910,0.00152910,0.87920490
2017,2311430,"RSU 37/MSAD 37",Maine,ME,14064.00,12590.00,1474.00,-0.05728861,627,0.18874170,0.22647530,0.05422650,0.00155280,0.00465840,0.00310560,0.11180120,0.00310560,0.00310560,0.87267080
2018,2311430,"RSU 37/MSAD 37",Maine,ME,13972.00,12004.00,1968.00,0.08876090,650,0.17752440,0.20153850,0.05538460,0.00153850,0.00307690,0.00769230,0.11692310,0.01076920,0.00153850,0.85846160
2019,2311430,"RSU 37/MSAD 37",Maine,ME,14054.00,12645.00,1409.00,0.16677547,681,0.18298560,0.20851690,0.05139500,0.00293690,0.00440530,0.00734210,0.13362700,0.01762110,0.00440530,0.82966230
2020,2311430,"RSU 37/MSAD 37",Maine,ME,13659.00,11278.00,2381.00,NULL,703,0.14285710,0.19487910,0.04978660,0.00568990,0.00568990,0.01137980,0.13229020,0.01564720,0.00426740,0.82503560
2021,2311430,"RSU 37/MSAD 37",Maine,ME,17196.00,14074.00,3122.00,NULL,649,0.19554850,0.20647150,0.06163330,0.01078580,0.00770420,0.00770420,0.14946070,0.00308170,0.00000000,0.82126350
2009,2311550,"RSU 40/MSAD 40",Maine,ME,12382.00,7423.00,4959.00,-0.06401194,1926,0.13971960,0.18951190,0.00509040,0.00309120,0.00875840,0.00772800,0.00566720,NULL,NULL,0.97475530
2010,2311550,"RSU 40/MSAD 40",Maine,ME,12232.00,8478.00,3754.00,-0.14573143,1907,0.17439190,0.20136340,0.00471950,0.00313970,0.00784930,0.00680270,0.00994240,NULL,NULL,0.97226580
2011,2311550,"RSU 40/MSAD 40",Maine,ME,12871.00,8597.00,4274.00,-0.11170890,1858,0.16236510,0.20290640,0.00592030,0.00322580,0.00483870,0.00376340,0.00967740,0.01935480,0.00000000,0.95913980
2012,2311550,"RSU 40/MSAD 40",Maine,ME,11911.00,10030.00,1881.00,-0.03241912,1885,0.20391600,0.20742710,0.00636600,0.00318640,0.00690390,0.00371750,0.01062130,0.01805630,0.00053110,0.95698360
2013,2311550,"RSU 40/MSAD 40",Maine,ME,12431.00,10777.00,1654.00,-0.08799450,1827,0.20047620,0.21948550,0.00711550,0.00657890,0.00767540,0.00383770,0.01315790,0.01699560,0.00000000,0.95175440
2014,2311550,"RSU 40/MSAD 40",Maine,ME,12962.00,10580.00,2382.00,-0.16832648,1776,0.18330130,0.21621620,0.00619370,0.00282010,0.00620420,0.00451210,0.01466440,0.01748450,0.00000000,0.95431470
2015,2311550,"RSU 40/MSAD 40",Maine,ME,13527.00,9891.00,3636.00,-0.16873109,1850,0.17738790,0.21135130,0.00540540,0.00593630,0.00593630,0.00431730,0.01241230,0.01780900,0.00000000,0.95358880
2016,2311550,"RSU 40/MSAD 40",Maine,ME,12997.00,10243.00,2754.00,-0.11872619,1863,0.17722770,0.21417070,0.00375740,0.00531630,0.00744280,0.00691120,0.01010100,0.01594900,0.00000000,0.95427970
2017,2311550,"RSU 40/MSAD 40",Maine,ME,14114.00,9217.00,4897.00,-0.11394371,1809,0.12587760,0.21724710,0.00331670,0.00491530,0.00600760,0.00273070,0.01419990,0.02403060,0.00163840,0.94647740
2018,2311550,"RSU 40/MSAD 40",Maine,ME,14159.00,10208.00,3951.00,-0.07998575,1852,0.14249620,0.22354210,0.00485960,0.00377970,0.00593950,0.00323970,0.01241900,0.02699780,0.00161990,0.94600430
2019,2311550,"RSU 40/MSAD 40",Maine,ME,14302.00,10687.00,3615.00,-0.18552975,1905,0.15136230,0.22414700,0.00472440,0.00315130,0.00367650,0.00157560,0.01365550,0.02783610,0.00052520,0.94957980
2020,2311550,"RSU 40/MSAD 40",Maine,ME,14782.00,10833.00,3949.00,NULL,1889,0.14408060,0.22710430,0.00476440,0.00317630,0.00370570,0.00317630,0.01852830,0.03017470,0.00000000,0.94123880
2021,2311550,"RSU 40/MSAD 40",Maine,ME,16595.00,10847.00,5748.00,NULL,1776,0.13758860,0.21903150,0.00394140,0.00225230,0.00337840,0.00281530,0.01801800,0.03096850,0.00056310,0.94200450
2009,2311580,"RSU 41/MSAD 41",Maine,ME,13122.00,10802.00,2320.00,-0.34614756,697,0.24163030,0.20946920,0.00192350,0.00132630,0.00132630,0.02387270,0.00663130,NULL,NULL,0.96684350
2010,2311580,"RSU 41/MSAD 41",Maine,ME,13441.00,11743.00,1698.00,-0.24693194,682,0.24468090,0.23167160,0.00000000,0.00274350,0.01234570,0.02331960,0.00685870,NULL,NULL,0.95473250
2011,2311580,"RSU 41/MSAD 41",Maine,ME,13319.00,11895.00,1424.00,-0.22389628,677,0.25546450,0.22156570,0.00000000,0.00136990,0.00000000,0.00000000,0.00958900,0.04246580,0.00273970,0.94383560
2012,2311580,"RSU 41/MSAD 41",Maine,ME,13180.00,12396.00,784.00,-0.19121452,667,0.26153850,0.20839580,0.00000000,0.00847460,0.00141240,0.01836160,0.01271190,0.00141240,0.00564970,0.95197740
2013,2311580,"RSU 41/MSAD 41",Maine,ME,12822.00,14167.00,-1345.00,-0.21199283,709,0.29898400,0.21861780,0.00000000,0.00282490,0.00000000,0.01836160,0.01271190,0.00847460,0.00564970,0.95197740
2014,2311580,"RSU 41/MSAD 41",Maine,ME,14250.00,15057.00,-807.00,-0.37870943,687,0.31940300,0.21688500,0.00000000,0.00583940,0.00000000,0.01167880,0.01167880,0.01605840,0.00583940,0.94890510
2015,2311580,"RSU 41/MSAD 41",Maine,ME,14219.00,14540.00,-321.00,-0.42148854,700,0.29573170,0.23714290,0.00000000,0.00407060,0.00135690,0.01492540,0.00949800,0.02035280,0.00407060,0.94572590
2016,2311580,"RSU 41/MSAD 41",Maine,ME,13642.00,13349.00,293.00,-0.38579404,689,0.26018810,0.21625540,0.00192350,0.00415510,0.00138500,0.00969530,0.00831020,0.02216070,0.00415510,0.95013850
2017,2311580,"RSU 41/MSAD 41",Maine,ME,14618.00,12718.00,1900.00,-0.48265041,667,0.25318470,0.20389810,0.00192350,0.01418440,0.00141840,0.00851060,0.01134750,0.02411350,0.00425530,0.93617020
2018,2311580,"RSU 41/MSAD 41",Maine,ME,14597.00,12612.00,1985.00,-0.48316128,621,0.21626020,0.21095010,0.00483090,0.01292410,0.00646200,0.01453960,0.01292410,0.02261710,0.00484650,0.92568660
2019,2311580,"RSU 41/MSAD 41",Maine,ME,17637.00,13473.00,4164.00,-0.42967964,625,0.22491350,0.21760000,0.00480000,0.00800000,0.00640000,0.00960000,0.01280000,0.02240000,0.00480000,0.93600000
2020,2311580,"RSU 41/MSAD 41",Maine,ME,19317.00,14516.00,4801.00,NULL,612,0.26352530,0.20915030,0.00490200,0.00980390,0.00653590,0.00653590,0.01633990,0.02777780,0.00490200,0.92810460
2021,2311580,"RSU 41/MSAD 41",Maine,ME,19047.00,16561.00,2486.00,NULL,638,0.27239490,0.23510970,0.00470220,0.01097180,0.00626960,0.00626960,0.01880880,0.02351100,0.00470220,0.92946710
2009,2311610,"RSU 42/MSAD 42",Maine,ME,12161.00,8415.00,3746.00,-0.05658178,380,0.14560440,0.17631580,0.00304820,0.00729930,0.00000000,0.00243310,0.00486620,NULL,NULL,0.98540150
2010,2311610,"RSU 42/MSAD 42",Maine,ME,12639.00,9646.00,2993.00,-0.20807009,371,0.18037970,0.19407010,0.00000000,0.00650760,0.00000000,0.00216920,0.00000000,NULL,NULL,0.99132320
2011,2311610,"RSU 42/MSAD 42",Maine,ME,13640.00,10882.00,2758.00,-0.20269286,369,0.22186500,0.19512190,0.00000000,0.00000000,0.00000000,0.00000000,0.00223210,0.01562500,0.00000000,0.98214290
2012,2311610,"RSU 42/MSAD 42",Maine,ME,12895.00,10492.00,2403.00,0.00407560,391,0.19801980,0.17647060,0.00000000,0.01079910,0.00000000,0.01295900,0.00000000,0.00863930,0.00000000,0.96760260
2013,2311610,"RSU 42/MSAD 42",Maine,ME,13561.00,10210.00,3351.00,0.03741135,371,0.17006800,0.17520220,0.00000000,0.01617250,0.00000000,0.01078170,0.00269540,0.01078170,0.00000000,0.95956870
2014,2311610,"RSU 42/MSAD 42",Maine,ME,13652.00,8821.00,4831.00,-0.01454729,359,0.11929820,0.15877440,0.00000000,0.01114210,0.00000000,0.00557100,0.00557100,0.00557100,0.00000000,0.97214480
2015,2311610,"RSU 42/MSAD 42",Maine,ME,13320.00,9514.00,3806.00,-0.03887365,375,0.08273380,0.21866670,0.00000000,0.00451470,0.00000000,0.01580140,0.00225730,0.00451470,0.00000000,0.97291200
2016,2311610,"RSU 42/MSAD 42",Maine,ME,12842.00,10895.00,1947.00,-0.43866136,379,0.08823530,0.25065960,0.00304820,0.01555560,0.00222220,0.01777780,0.00000000,0.00000000,0.00000000,0.96444450
2017,2311610,"RSU 42/MSAD 42",Maine,ME,14117.00,11142.00,2975.00,-0.11952217,360,0.07894740,0.26666670,0.00304820,0.01891250,0.00000000,0.00945630,0.00000000,0.00000000,0.00000000,0.97163120
2018,2311610,"RSU 42/MSAD 42",Maine,ME,12622.00,10864.00,1758.00,-0.31588200,413,0.07604560,0.23728810,0.00726390,0.01941750,0.00000000,0.00970870,0.00242720,0.00728160,0.00000000,0.96116510
2019,2311610,"RSU 42/MSAD 42",Maine,ME,14041.00,10724.00,3317.00,-0.13319305,390,0.09056600,0.21282050,0.00769230,0.01025640,0.00000000,0.01025640,0.01282050,0.00000000,0.00000000,0.96666660
2020,2311610,"RSU 42/MSAD 42",Maine,ME,13918.00,11908.00,2010.00,NULL,391,0.10902260,0.22506390,0.00767260,0.01278770,0.00000000,0.01023020,0.02046040,0.00000000,0.00000000,0.95652170
2021,2311610,"RSU 42/MSAD 42",Maine,ME,15267.00,13488.00,1779.00,NULL,382,0.11895910,0.24345550,0.00785340,0.02356020,0.00000000,0.01308900,0.02617800,0.00000000,0.00261780,0.93455500
2009,2311670,"RSU 44/MSAD 44",Maine,ME,13860.00,7280.00,6580.00,0.19799277,785,0.16000000,0.14904460,0.00247680,0.00865800,0.00432900,0.00649350,0.00541130,NULL,NULL,0.97510820
2010,2311670,"RSU 44/MSAD 44",Maine,ME,14052.00,8743.00,5309.00,0.19819838,787,0.22355510,0.15374840,0.00254130,0.00667410,0.00667410,0.00778640,0.00667410,NULL,NULL,0.97219130
2011,2311670,"RSU 44/MSAD 44",Maine,ME,13704.00,8711.00,4993.00,0.24243406,768,0.22026430,0.14192710,0.00130210,0.00455060,0.00682590,0.00568830,0.00796360,0.00000000,0.00000000,0.97497150
2012,2311670,"RSU 44/MSAD 44",Maine,ME,13829.00,8150.00,5679.00,0.14398982,732,0.17825110,0.13661200,0.00136610,0.00599520,0.00839330,0.00599520,0.00599520,0.00000000,0.00000000,0.97362110
2013,2311670,"RSU 44/MSAD 44",Maine,ME,14111.00,8266.00,5845.00,0.14964457,731,0.18128650,0.12722300,0.00000000,0.00413790,0.00689660,0.00137930,0.00551720,0.00413790,0.00000000,0.97793100
2014,2311670,"RSU 44/MSAD 44",Maine,ME,15596.00,8968.00,6628.00,0.18422661,717,0.20657280,0.12273360,0.00000000,0.00424330,0.00565770,0.00282890,0.01555870,0.00848660,0.00000000,0.96322490
2015,2311670,"RSU 44/MSAD 44",Maine,ME,16524.00,7927.00,8597.00,-0.36368187,687,0.17600000,0.11790390,0.00000000,0.00392670,0.00654450,0.00523560,0.00916230,0.01701570,0.00000000,0.95811520
2016,2311670,"RSU 44/MSAD 44",Maine,ME,17804.00,8861.00,8943.00,0.22985899,592,0.16393440,0.11824320,0.00247680,0.00139660,0.00418990,0.00418990,0.01815640,0.02234640,0.00000000,0.94972070
2017,2311670,"RSU 44/MSAD 44",Maine,ME,17756.00,9052.00,8704.00,0.17980712,595,0.16783220,0.12268910,0.00504200,0.00143680,0.00574710,0.00862070,0.01580460,0.03448280,0.00000000,0.93390800
2018,2311670,"RSU 44/MSAD 44",Maine,ME,15152.00,8279.00,6873.00,0.12513431,724,0.19377650,0.09392270,0.00414360,0.00138120,0.00552490,0.00552490,0.01519340,0.03176800,0.00138120,0.93922650
2019,2311670,"RSU 44/MSAD 44",Maine,ME,15564.00,7106.00,8458.00,0.22640569,727,0.09745760,0.10866570,0.00412650,0.00137550,0.00275100,0.00412650,0.01925720,0.02475930,0.00137550,0.94635490
2020,2311670,"RSU 44/MSAD 44",Maine,ME,16010.00,7345.00,8665.00,NULL,710,0.11739750,0.09859160,0.00422540,0.00140850,0.00281690,0.00704230,0.02535210,0.03098590,0.00140850,0.93098590
2021,2311670,"RSU 44/MSAD 44",Maine,ME,18609.00,8529.00,10080.00,NULL,667,0.15497080,0.10344830,0.00449780,0.00450450,0.00150150,0.00600600,0.02252250,0.03303300,0.00300300,0.92942940
2009,2311700,"RSU 45/MSAD 45",Maine,ME,10676.00,9720.00,956.00,-0.21153052,392,0.26282050,0.14540820,0.00000000,0.01827680,0.00522190,0.00261100,0.01566580,NULL,NULL,0.95822450
2010,2311700,"RSU 45/MSAD 45",Maine,ME,11357.00,9791.00,1566.00,-0.06886082,378,0.24403180,0.15608470,0.00000000,0.02425880,0.00269540,0.00539080,0.02425880,NULL,NULL,0.94339620
2011,2311700,"RSU 45/MSAD 45",Maine,ME,11181.00,9370.00,1811.00,-0.00886375,375,0.20810810,0.14933330,0.00000000,0.02739730,0.00273970,0.00273970,0.01369860,0.00000000,0.00273970,0.95068490
2012,2311700,"RSU 45/MSAD 45",Maine,ME,11512.00,9657.00,1855.00,-0.11651666,375,0.18836570,0.16000000,0.00000000,0.02162160,0.00270270,0.00540540,0.01351350,0.00270270,0.00270270,0.95135130
2013,2311700,"RSU 45/MSAD 45",Maine,ME,11945.00,9095.00,2850.00,-0.18118841,385,0.12571430,0.17142860,0.00000000,0.01558440,0.00259740,0.00779220,0.01558440,0.00259740,0.00259740,0.95324680
2014,2311700,"RSU 45/MSAD 45",Maine,ME,11468.00,10049.00,1419.00,-0.20203509,389,0.12979350,0.19023140,0.00000000,0.01546390,0.00515460,0.01030930,0.01546390,0.00000000,0.00257730,0.95103090
2015,2311700,"RSU 45/MSAD 45",Maine,ME,13747.00,9626.00,4121.00,-0.32838445,376,0.11782480,0.19414890,0.00000000,0.01851850,0.00529100,0.01058200,0.02910050,0.00000000,0.00529100,0.93121700
2016,2311700,"RSU 45/MSAD 45",Maine,ME,12788.00,9913.00,2875.00,-0.37279779,368,0.11419750,0.19836960,0.00000000,0.01639340,0.00546450,0.01092900,0.04644810,0.00000000,0.00273220,0.91803280
2017,2311700,"RSU 45/MSAD 45",Maine,ME,13392.00,9643.00,3749.00,-0.36806580,342,0.10725550,0.19883040,0.00000000,0.02298850,0.00574710,0.01149430,0.04597700,0.00000000,0.00287360,0.91091950
2018,2311700,"RSU 45/MSAD 45",Maine,ME,15519.00,9628.00,5891.00,-0.38500067,310,0.11783440,0.17419350,0.00000000,0.03559870,0.00647250,0.00970870,0.05177990,0.00000000,0.00000000,0.89644010
2019,2311700,"RSU 45/MSAD 45",Maine,ME,15566.00,14456.00,1110.00,-0.29858609,297,0.13924050,0.21885520,0.00000000,0.02693600,0.00000000,0.00336700,0.04713800,0.00336700,0.00000000,0.91919190
2020,2311700,"RSU 45/MSAD 45",Maine,ME,15674.00,14024.00,1650.00,NULL,288,0.12341770,0.21527780,0.00000000,0.02430560,0.00694440,0.00347220,0.03125000,0.00347220,0.00000000,0.93055560
2021,2311700,"RSU 45/MSAD 45",Maine,ME,17363.00,14044.00,3319.00,NULL,295,0.09523810,0.22033900,0.00000000,0.02372880,0.01355930,0.00677970,0.03389830,0.02033900,0.00000000,0.90169490
2009,2314330,"RSU 49/MSAD 49",Maine,ME,10757.00,6407.00,4350.00,-0.04095455,2461,0.15493510,0.17310040,0.00373520,0.00777100,0.00409000,0.00858900,0.00449900,NULL,NULL,0.97505110
2010,2314330,"RSU 49/MSAD 49",Maine,ME,10862.00,6623.00,4239.00,-0.00788903,2464,0.15621350,0.17410710,0.00243510,0.00489000,0.00611250,0.01385490,0.00692750,NULL,NULL,0.96821520
2011,2314330,"RSU 49/MSAD 49",Maine,ME,11245.00,7201.00,4044.00,-0.04320200,2415,0.17756640,0.17432710,0.00331260,0.00248450,0.00496890,0.01283640,0.01076600,0.00124220,0.00082820,0.96687370
2012,2314330,"RSU 49/MSAD 49",Maine,ME,11440.00,8375.00,3065.00,-0.03653822,2351,0.23008850,0.16928970,0.00255210,0.00171670,0.00386270,0.01072960,0.01244640,0.00429180,0.00128760,0.96566520
2013,2314330,"RSU 49/MSAD 49",Maine,ME,11597.00,8279.00,3318.00,-0.03060688,2297,0.20951210,0.17065740,0.00174140,0.00130660,0.00217770,0.00958190,0.01524390,0.00653310,0.00087110,0.96428570
2014,2314330,"RSU 49/MSAD 49",Maine,ME,12522.00,8423.00,4099.00,-0.14350997,2184,0.18869490,0.18040290,0.00412090,0.00183320,0.00320810,0.00962420,0.01924840,0.00549950,0.00091660,0.95967000
2015,2314330,"RSU 49/MSAD 49",Maine,ME,12355.00,8099.00,4256.00,0.03309720,2186,0.19214530,0.17520590,0.00320220,0.00230200,0.00276240,0.01104970,0.01197050,0.00552490,0.00046040,0.96593000
2016,2314330,"RSU 49/MSAD 49",Maine,ME,12318.00,9329.00,2989.00,-0.05422413,2183,0.23577240,0.18048560,0.00320660,0.00274470,0.00274470,0.01052150,0.01372370,0.00640440,0.00045750,0.96340350
2017,2314330,"RSU 49/MSAD 49",Maine,ME,13167.00,8075.00,5092.00,-0.02197641,2141,0.16838930,0.18309200,0.00233540,0.00234630,0.00281560,0.01079310,0.01642420,0.00703890,0.00000000,0.96058190
2018,2314330,"RSU 49/MSAD 49",Maine,ME,13699.00,8325.00,5374.00,0.00552366,2058,0.15919970,0.18804660,0.00291550,0.00194360,0.00340140,0.00971820,0.01506320,0.00923230,0.00048590,0.96015550
2019,2314330,"RSU 49/MSAD 49",Maine,ME,13849.00,9082.00,4767.00,-0.00883558,2109,0.16113320,0.20293980,0.00663820,0.00332070,0.00332070,0.00806450,0.01755220,0.01091080,0.00094880,0.95588240
2020,2314330,"RSU 49/MSAD 49",Maine,ME,13328.00,9031.00,4297.00,NULL,2091,0.14304750,0.20899090,0.00669540,0.00286940,0.00478240,0.00573890,0.02008610,0.01291250,0.00047820,0.95313250
2021,2314330,"RSU 49/MSAD 49",Maine,ME,16202.00,10146.00,6056.00,NULL,1941,0.12005340,0.20298810,0.00566720,0.00206080,0.00412160,0.00618240,0.02524470,0.01906230,0.00051520,0.94281300
2009,2314240,"RSU 51/MSAD 51",Maine,ME,13205.00,4039.00,9166.00,0.62209837,2199,0.03553300,0.10277400,0.00624180,0.00000000,0.01125620,0.00495270,0.00675370,NULL,NULL,0.97703740
2010,2314240,"RSU 51/MSAD 51",Maine,ME,13086.00,4241.00,8845.00,0.68364904,2128,0.04312550,0.10714290,0.00046990,0.00000000,0.01164420,0.00652070,0.00605500,NULL,NULL,0.97578010
2011,2314240,"RSU 51/MSAD 51",Maine,ME,13868.00,4598.00,9270.00,0.74491105,2107,0.04770160,0.11438060,0.00189840,0.01226990,0.00141580,0.00849460,0.00424730,0.00094380,0.00047190,0.97215670
2012,2314240,"RSU 51/MSAD 51",Maine,ME,13725.00,5082.00,8643.00,0.83174258,2104,0.04064690,0.13403040,0.00380230,0.00094650,0.01703740,0.00899200,0.00946520,0.00473260,0.00000000,0.95882630
2013,2314240,"RSU 51/MSAD 51",Maine,ME,14630.00,5313.00,9317.00,0.72691712,2066,0.03834290,0.13746370,0.00532430,0.00145280,0.01646490,0.00823240,0.01162230,0.00871670,0.00000000,0.95351090
2014,2314240,"RSU 51/MSAD 51",Maine,ME,15216.00,5658.00,9558.00,0.62205952,2023,0.04413730,0.14384580,0.00790900,0.00148290,0.01878400,0.00889770,0.01482950,0.01087490,0.00000000,0.94513100
2015,2314240,"RSU 51/MSAD 51",Maine,ME,16019.00,6379.00,9640.00,0.51513749,1998,0.04420390,0.14164160,0.01401400,0.00098670,0.01825360,0.01134680,0.01332020,0.01134680,0.00000000,0.94474600
2016,2314240,"RSU 51/MSAD 51",Maine,ME,16918.00,5573.00,11345.00,0.58445153,2007,0.03224340,0.14748380,0.00847040,0.00098470,0.01772530,0.01132450,0.01575580,0.01427870,0.00000000,0.93993110
2017,2314240,"RSU 51/MSAD 51",Maine,ME,16796.00,6335.00,10461.00,0.67092671,1987,0.03116410,0.14393560,0.00754910,0.00099110,0.01486620,0.01139740,0.01883050,0.02279480,0.00000000,0.93111990
2018,2314240,"RSU 51/MSAD 51",Maine,ME,17393.00,5596.00,11797.00,0.64546476,2044,0.02269570,0.14187870,0.00831700,0.00195690,0.01320940,0.01125240,0.01761250,0.02592950,0.00000000,0.93003920
2019,2314240,"RSU 51/MSAD 51",Maine,ME,17440.00,5774.00,11666.00,0.82586930,2076,0.02626640,0.13872830,0.00578030,0.00144580,0.01253010,0.01445780,0.01686750,0.02746990,0.00000000,0.92722890
2020,2314240,"RSU 51/MSAD 51",Maine,ME,17427.00,5646.00,11781.00,NULL,2129,0.02194210,0.12916860,0.00563640,0.00140910,0.01174260,0.01596990,0.02066700,0.03053080,0.00000000,0.91968060
2021,2314240,"RSU 51/MSAD 51",Maine,ME,19104.00,6109.00,12995.00,NULL,2094,0.03550540,0.13419290,0.00573070,0.00143270,0.01050620,0.01146130,0.02005730,0.03438400,0.00000000,0.92215850
2009,2314160,"RSU 52/MSAD 52",Maine,ME,11138.00,5944.00,5194.00,0.09107980,2062,0.09293680,0.18283220,0.01345630,0.00436470,0.00339480,0.00921440,0.02230840,NULL,NULL,0.96071770
2010,2314160,"RSU 52/MSAD 52",Maine,ME,11581.00,7412.00,4169.00,0.17156639,2027,0.18012420,0.18450910,0.01973360,0.00544020,0.00346190,0.01186940,0.02621170,NULL,NULL,0.95301680
2011,2314160,"RSU 52/MSAD 52",Maine,ME,11692.00,7825.00,3867.00,0.16039724,2108,0.20090090,0.17125240,0.01850090,0.00333020,0.00428160,0.01141770,0.02331110,0.00000000,0.00047570,0.95718370
2012,2314160,"RSU 52/MSAD 52",Maine,ME,11590.00,7316.00,4274.00,0.14418907,2057,0.15336040,0.16917840,0.01507050,0.00391390,0.00342470,0.01516630,0.01908020,0.00244620,0.00048920,0.95547940
2013,2314160,"RSU 52/MSAD 52",Maine,ME,11691.00,7444.00,4247.00,0.21210154,2019,0.15128320,0.16592370,0.01188710,0.00396430,0.00396430,0.01833500,0.02130820,0.00346880,0.00000000,0.94895940
2014,2314160,"RSU 52/MSAD 52",Maine,ME,10978.00,7280.00,3698.00,0.24182449,2022,0.11849840,0.17210680,0.01335310,0.00396630,0.00495790,0.01388200,0.02082300,0.00694100,0.00000000,0.94942990
2015,2314160,"RSU 52/MSAD 52",Maine,ME,12757.00,8049.00,4708.00,0.01940995,1961,0.11206900,0.17746050,0.00968890,0.00203150,0.00457080,0.01422040,0.02031490,0.00761810,0.00000000,0.95124430
2016,2314160,"RSU 52/MSAD 52",Maine,ME,12947.00,7901.00,5046.00,0.24398771,1947,0.09219530,0.17360040,0.01438110,0.00254070,0.00558940,0.01473580,0.01930890,0.00965450,0.00000000,0.94817070
2017,2314160,"RSU 52/MSAD 52",Maine,ME,12938.00,7568.00,5370.00,0.07408051,1938,0.06721160,0.18008260,0.01341590,0.00304570,0.00609140,0.01370560,0.02030460,0.00913710,0.00000000,0.94771580
2018,2314160,"RSU 52/MSAD 52",Maine,ME,13073.00,7800.00,5273.00,0.05136699,1946,0.06445760,0.17831450,0.01284690,0.00205660,0.00359900,0.01439590,0.02056560,0.01028280,0.00000000,0.94910030
2019,2314160,"RSU 52/MSAD 52",Maine,ME,12960.00,6616.00,6344.00,-0.00288816,2019,0.05306120,0.16939080,0.01188710,0.00198220,0.00346880,0.01337960,0.01883050,0.01337960,0.00000000,0.94895940
2020,2314160,"RSU 52/MSAD 52",Maine,ME,13210.00,7278.00,5932.00,NULL,2018,0.07727270,0.17988110,0.01189300,0.00247890,0.00198310,0.01239460,0.02131880,0.01586510,0.00000000,0.94595930
2021,2314160,"RSU 52/MSAD 52",Maine,ME,15619.00,9246.00,6373.00,NULL,1928,0.09734510,0.18205390,0.00881740,0.00311360,0.00155680,0.01089780,0.02387130,0.01660610,0.00000000,0.94395430
2009,2314610,"RSU 53/MSAD 53",Maine,ME,7814.00,6882.00,932.00,-0.18285357,1090,0.18777680,0.15504590,0.00347910,0.01441680,0.00524250,0.01965920,0.00524250,NULL,NULL,0.95543900
2010,2314610,"RSU 53/MSAD 53",Maine,ME,9363.00,7382.00,1981.00,-0.13741434,1006,0.20940550,0.15805170,0.00099400,0.00944670,0.00674760,0.01754390,0.01349530,NULL,NULL,0.95276650
2011,2314610,"RSU 53/MSAD 53",Maine,ME,8106.00,6972.00,1134.00,-0.00480296,1099,0.18558560,0.13830760,0.00545950,0.00520830,0.00781250,0.01432290,0.01041670,0.00520830,0.00260420,0.95442710
2012,2314610,"RSU 53/MSAD 53",Maine,ME,7866.00,7987.00,-121.00,0.03655975,1096,0.21559630,0.14233580,0.00638690,0.00392160,0.00653590,0.01960780,0.01960780,0.01699350,0.00261440,0.93071900
2013,2314610,"RSU 53/MSAD 53",Maine,ME,7825.00,9074.00,-1249.00,0.03799561,1089,0.21971830,0.13957760,0.00091830,0.00207900,0.00311850,0.01247400,0.01559250,0.01975050,0.00207900,0.94490650
2014,2314610,"RSU 53/MSAD 53",Maine,ME,4897.00,8746.00,-3849.00,0.04517730,1079,0.19826760,0.12974980,0.00463390,0.00104170,0.00312500,0.01354170,0.02291670,0.01979170,0.00208330,0.93750000
2015,2314610,"RSU 53/MSAD 53",Maine,ME,5211.00,8873.00,-3662.00,-0.14722251,1055,0.24877570,0.14218010,0.00473930,0.00138120,0.00414360,0.01519340,0.03729280,0.03038670,0.00276240,0.90883980
2016,2314610,"RSU 53/MSAD 53",Maine,ME,5325.00,10199.00,-4874.00,-0.11712640,1047,0.28699110,0.15281760,0.00286530,0.00280110,0.00280110,0.01400560,0.03081230,0.02801120,0.00140060,0.92016800
2017,2314610,"RSU 53/MSAD 53",Maine,ME,5351.00,8083.00,-2732.00,-0.30113504,1031,0.19257770,0.14645970,0.00290980,0.00000000,0.00279720,0.01118880,0.03356640,0.02937060,0.00139860,0.92167830
2018,2314610,"RSU 53/MSAD 53",Maine,ME,5718.00,8206.00,-2488.00,-0.18066195,1014,0.17930330,0.14792900,0.00295860,0.00141640,0.00141640,0.01274790,0.04107650,0.03682720,0.00141640,0.90509920
